nts_song,spotify_track,nts_artist,spotify_artist,song_sim,artist_sim
a day in the life,Half The Day Is Night,"gabor szabo,",Gábor Szabó,0.4737,0.7826
i did it just the same,It Be's That Way,eurhythmics,Curly Myrick,0.4737,0.5217
da inaruxi wang -grand espoir-,大いなる希望 - 2021 Remastering For Grand Espoir,yukihiro takahashi,Yukihiro Takahashi,0.4722,1.0
soul monday,Tukani (Monday Is Grey),cleaners from venus,The Cleaners From Venus,0.4706,0.9048
tukani (monday is grey),Soul Monday,cleaners from venus,The Cleaners From Venus,0.4706,0.9048
give me back my man,Dirty Back Road,b-52's,The B-52's,0.4706,0.75
dirty back road,Give Me Back My Man,b-52's,The B-52's,0.4706,0.75
"turn me on (""o"" mix)",Its me ( g 8 ),"acr,",Actress,0.4706,0.5455
this heat,The Line,the flamingos,The GN Band,0.4706,0.5
cool cat,Cool Cat - Remastered 2011,queen,Queen,0.4706,1.0
gene harris,Debris,as,Faces,0.4706,0.5714
frontline,Talibans,bourbonese qualk,Byron Messia,0.4706,0.5
silent water,Reflections After Jane,ellie o'neill,The Clientele,0.4706,0.5385
you'll never get my love,So In Love,mike jemison,Smokey Robinson,0.4706,0.5926
this love version,Haja o que houver,"doreen,",Madredeus,0.4706,0.5
she beats in my heart,Home Business,the fates,The GN Band,0.4706,0.5
ulla,Ulla / Trance,steve kuhn,Steve Kuhn,0.4706,1.0
hold on,Send It On,shane o,D'Angelo,0.4706,0.5333
my boss,Sandy Toes,linda franco,Linda Perhacs,0.4706,0.72
art and freight,For Belgian Friends,durutti column,The Durutti Column,0.4706,0.875
kona winds,Margins,"marvin franklin,",Thomas Brinkmann,0.4706,0.5
my army of lovers,Haja o que houver,various,Madredeus,0.4706,0.5
breakdown,Cracking,one dove,Suzanne Vega,0.4706,0.5
posed by models,Posed By Models - Taken From The Final Day Single,young marble giants,Young Marble Giants,0.4688,1.0
loaded (terry farley re-mix),Loaded - Remastered,primal scream,Primal Scream,0.4681,1.0
a personal issue,Gamma Ray Blue,cleaners from venus,The Cleaners From Venus,0.4667,0.9048
chega de saudade,Águas de Março,joao gilberto,João Gilberto,0.4667,0.9231
radio love,If You Don't Love Me,prefab sprout,Prefab Sprout,0.4667,1.0
all about the paper,On The Roof,the dells,The Feelies,0.4667,0.7
step on,Step On - 2007 Remaster,happy mondays,Happy Mondays,0.4667,1.0
marlene,Marlene - 2015 Remaster,todd rundgren,Todd Rundgren,0.4667,1.0
lian hatao se,Dancing To Forget,xi ye qing chen,Romie Singh,0.4667,0.5385
jericho,Jericho - 2008 Remaster,simply red,Simply Red,0.4667,1.0
dream lover,Do Yourself A Favor,arion,Prince,0.4667,0.5455
meaning business,Getting Closer,wendy eisenberg,Lewsberg,0.4667,0.5217
wir sind uns nah,How I Need Him,"lude lafayette,",Diane Lancaster,0.4667,0.5333
a zed and two l's,A New England,fila brazilia,Billy Bragg,0.4667,0.5
neil young,Can I Call You Rose?,mr soul,Thee Sacred Souls,0.4667,0.5
uno por ellas,Wivenhoe Bells II,canserbero,Cleaner From Venus,0.4667,0.5
caught in a heatwave,Just Like in the Movies,moscos & stone,Bloodstone,0.4651,0.5833
it's my house (version),It's Gonna Be Lonely,laraine,Prince,0.4651,0.6154
my face won't come together,Wouldn't You Love to Love Me?,pietro dinzee,Prince,0.4643,0.5263
earth rise,Alone - Paradise,unknown artist,Don Carlos,0.4615,0.5
drama drama,"Drama, Drama - 2021 Remaster",telex,Telex,0.4615,1.0
triste,Hipnose,elis regina/antnio carlos jobim,Antonio Carlos & Jocafi,0.4615,0.6296
grounds for separation,Sweet Inspiration,hall & oates,The Yandall Sisters,0.4615,0.5161
feelin who you are (original),I Can Be Your Boyfriend,peven everett,Peven Everett,0.4615,1.0
don't interrupt the sorrow,For the Roses,joni mitchell,Joni Mitchell,0.4615,1.0
bizarre,Blurry,rip swirl,RIP Swirl,0.4615,1.0
here it comes again,Heaven Is No Feeling,cate le bon,Cate Le Bon,0.4615,1.0
dance to the talking flower,The Leanover,alice through the looking glass,Life Without Buildings,0.4615,0.5283
circle,Trouble,david cunningham,Lindsey Buckingham,0.4615,0.5294
bizarre,Blurry,"rip swirl,",RIP Swirl,0.4615,0.9474
who loves the sun,I Was Born to Love You,velvet underground,Herbert Hunter,0.4615,0.5
oops! there goes my 20s (bootleg),Here Comes the Moon,harriet brown,George Harrison,0.4615,0.5
stuck on you,I Feel for You,sardine,Prince,0.4615,0.6154
set your mind to it,I'm Glad You're Mine,gallifre,Al Green,0.4615,0.5
night or day,I Feel for You,cris cohen,Prince,0.4615,0.5
soto wa minna,Mountain Lake,minako yoshida,No Deposit,0.4615,0.5
luna turca,Universal Mother,don cherry,Don Cherry,0.4615,1.0
butterfly friend,Brown Rice,don cherry,Don Cherry,0.4615,1.0
into the heart of the matter,On The Roof,"the zenmenn,",The Feelies,0.4615,0.5217
i'm not alone (radio edit),I Stand Alone,calvin harris,Calif Malibus,0.4615,0.6154
it's your world,When You Are Who You Are,gil scott-heron and brian jackson,Gil Scott-Heron,0.4615,0.625
disney girls,It's Only Life,the beach girls,The Feelies,0.4615,0.5385
share the world,On The Roof,the dealers,The Feelies,0.4615,0.7273
"hand on my heart (12"" version)",Petulant - Sax Version,shriekback,Shriekback,0.4615,1.0
desperate,Sweet Inspiration,micheal sterling,The Yandall Sisters,0.4615,0.5143
circle,My Girl,"sam gendel,",Al Green,0.4615,0.5263
what it comes down to,When england comes,isley brothers,Pollyfromthedirt,0.4615,0.5333
cattle and cane,Outstanding,the go-btweens,The Gap Band,0.4615,0.5385
touch the leather,Hit the North - Part 2,the fat white family,The Fall,0.4615,0.5
so long,Spring,mr. myer,Maria Somerville,0.4615,0.5
let's do it,Come Go With Me,marquis hawkes,Ashaye,0.4615,0.5
o dance (remix),I Want More,con anima,CAN,0.4615,0.5
another night,Are You There,samizdat,America,0.4615,0.5333
i see you,Rise,rock feller,GABRIELLE,0.4615,0.5
juices,Friends,fandam,Aquarian Dream,0.4615,0.5
the dream,Touch The Leather,sofa elswhere x saeko killy,Fat White Family,0.4615,0.5116
tonight,The Nights Are Cold,richard hawley,Richard Hawley,0.4615,1.0
i believe in love,Never Gonna Die - Live,"baba stiltz,",Robbie Stickland,0.4615,0.5
ragga,Dreaming,martina topley-bird,Maria Somerville,0.4615,0.5143
eternal wait time,Real Life,montana,Emiranda,0.4615,0.5333
untitled,Find A Little Wood,"rex,",T. Rex,0.4615,0.6
standing here,Mountain Lake,"novelist,",No Deposit,0.4615,0.5263
nothing is what it seems,The One to Wait,fx,CCFX,0.4615,0.6667
love is the key,Love On A Two Way Street,leroy green,Grant Green,0.4615,0.6364
stuck on you,I Feel for You,sardine v,Prince,0.4615,0.5333
river in blackheath,Grazing In The Grass,hugh b.,Hugh Masekela,0.4615,0.5
outer space,Cruiser's Creek,the tassilli players,The Fall,0.4615,0.5
jorge ben e fabio jr.,Your Love Makes Me a Winner,katarina,arian,0.4583,0.6154
don't make me want,People Make The World Go Round,the chimes,The Stylistics,0.4583,0.5
live with the moon,People Make The World Go Round,the chayns,The Stylistics,0.4583,0.5
boy (demo),Boy - Demo; 2016 Remaster,book of love,Book Of Love,0.4571,1.0
amphibian girl,I Believe In Miracles,misha paniflov,Mark Capanni,0.4571,0.5385
out of your mind,Thousand Finger Man,cc:disco!,Candido,0.4571,0.5
time out for love,The Story Of Light,william hart,William Orbit,0.4571,0.8
good morning blues,Not Bound to Lose,beverly copeland,Dave Plaehn,0.4571,0.5185
turn up the music,Islands In The Sky,"roy hamilton,",Murry Wilson,0.4571,0.56
something beautiful,It's Gonna Be a Beautiful Night - Live,spinetta,Prince,0.4561,0.5714
clara bow,Only a Shadow,cleaners from venus,The Cleaners From Venus,0.4545,0.9048
only a shadow,Clara Bow,cleaners from venus,The Cleaners From Venus,0.4545,0.9048
u n me,If You'd Be Mine,hi mount,Shuggie Otis,0.4545,0.5
out of town,Soul Monday,water from your reyes,The Cleaners From Venus,0.4545,0.5
unreleased song,Orleans,david crosby,David Crosby,0.4545,1.0
love's too hot to hide,Lovers In The Backseat,clifford coulter,Scissor Sisters,0.4545,0.5161
fixing a hole (mono remix from take 2),In My Life - Remastered 2009,the beatles,The Beatles,0.4545,1.0
switch tae u,Inside Out,jesse rae,Jesse Rae,0.4545,1.0
inner beauty,Love Beams,lonnie liston smith & the cosmic echoes,Lonnie Liston Smith;The Cosmic Echoes,0.4545,0.9474
i'm over,My Man On Love,judee sill,Judee Sill,0.4545,1.0
the fat woman,headboard,lil ugly mane,Lil Ugly Mane,0.4545,1.0
up so high,What Up Dog?,what's new,Was (Not Was),0.4545,0.5217
on top of a mountain,Stop the World for a Day,stephen wainwright,The Twilights,0.4545,0.6452
this boy,Something blue,hiroshi satoh,Hiroshi Yoshimura,0.4545,0.6667
just fine,I Stand Alone,calibre,Calif Malibus,0.4545,0.5
on top of a mountain,Stop the World for a Day,stepehen wainwright,The Twilights,0.4545,0.625
what'llya do/what'llya say?,Will You Satisfy?,michael hurley,Cherrelle,0.4545,0.5217
mr fortunate,The Bottle,lil yachty & tierra whack,Gil Scott-Heron & Brian Jackson,0.4545,0.5
la liblula,Plastic Doll,"eduardo mateo,",Dharma,0.4545,0.5
give it to me,Love Life,sunshine,saturn's ringz,0.4545,0.5455
losing true,On The Roof,the roaches,The Feelies,0.4545,0.5455
glass dreams,Cul De Sac,"kevin mccormick,",Van Morrison,0.4545,0.5
let's go,It's Only Life,"the goodfellas,",The Feelies,0.4545,0.6154
i stand alone,Just Talk,calif. malibus,A.C. Marias,0.4545,0.56
nothing i'd rather be (than your weakness),Hanging on the Telephone,"m-w-t express,",The Nerves,0.4545,0.5
in my pocket,Lovin' You,mini snap,Minnie Riperton,0.4545,0.5
you and me both,You Turn Me Around - Karu Mix,arthur russel,Nature Love,0.4545,0.5
the small hours,The Mercury Girl,cleaners from venus,The Cleaners From Venus,0.4516,0.9048
a fool like you,A Personal Issue,cleaners from venus,The Cleaners From Venus,0.4516,0.9048
he's coming back,Strolling Along,robert clayborne,Robert Lester Folsom,0.4516,0.5
midnight man,Walking In The Rain,flash and the pan,Flash and the Pan,0.4516,1.0
go for it,Are You Ready for This,spirit of brotherhood,The Brothers,0.4516,0.5455
can you tell,What Can I Give You,margo guryan,Margo Guryan,0.4516,1.0
tropical fantasy,Strolling Along,robert kishore,Robert Lester Folsom,0.4516,0.5294
tempo de estio,Wivenhoe Bells II,"caetano veloso,",Cleaner From Venus,0.4516,0.5455
instant crush,Something About Us,daft punk,Daft Punk,0.4516,1.0
dancing ghosts,Misunderstandings,chris and cosey,Chris & Cosey,0.4516,0.8571
addicted to losing,Thief Of Love,stiltz- rowley,Patrick Cowley,0.4516,0.5714
here with no fear,It's Only Life,the verge,The Feelies,0.4516,0.6
another night like this,The Line,the living end,The GN Band,0.4516,0.64
in the right place,Over The Hill,josh jo armstead,John Martyn,0.4516,0.5185
don't hurt me no more,Do the Job,wendy woods,Use No Hooks,0.4516,0.5217
american sunset,My Sunshine Girl,jake adkins,The Radiants,0.4516,0.6087
(don't) turn me away,Documentary,rexy,Reymour,0.4516,0.5455
cry love,Express Your Love Theme,the sweet & innocent and the memphis mustangs,The Memphis Mustangs,0.4516,0.6154
i don't know yet,Love On A Two Way Street,rat heart,Grant Green,0.45,0.5
when the birds return,Tender Is The Night,bill nelson,Bill Nelson,0.45,1.0
waking in the jungle,Lost In The Paradise,urang otan,Gal Costa,0.45,0.5263
is there love in outer space?,Outta Space,jimi tenor,Jimi Tenor,0.45,1.0
know i'm not the one,Until The Rain Comes,napoleon cherry,Don Cherry,0.45,0.72
there's a woman,The Emperor's New Clothes,gina soccio,Sinéad O'Connor,0.45,0.5385
there's no way (club mix),He's An Oddball,trevor walters,The Lewis Sisters,0.45,0.5161
mu-tron (spaced),Mu-Tron - 2017 Remastered Version,super furry animals,Super Furry Animals,0.449,1.0
faith is the key,Happiness Is Just Around the Bend,enlightenment,The Main Ingredient,0.449,0.5
band on the run,I Thought I Heard You on the Radio,paul mccartney & wings,Paul McMahon,0.449,0.5294
come back tomorrow,Come to Me (One Way or Another),marcia johnson,Jermaine Jackson,0.449,0.5333
the flower called nowhere,The Night We Saw The Sun,sterolab,Steve Gray,0.449,0.5556
orange coloured liquid (part. i),Leave Your Life - Lonely Hearts Mix,alex kassian x spooky,Alex Kassian,0.4478,0.7273
lofty skies,Low Sun,tyrannosaurus rex,Hermanos Gutiérrez,0.4444,0.5143
single girl,Seabird,unknown artist,Innovations,0.4444,0.56
a girl with cars in her eyes,A Wretched Street,cleaners from venus,The Cleaners From Venus,0.4444,0.9048
vento de maio,Toda Essa Água,lo borges,Lô Borges,0.4444,0.8889
afro cubanism,Garden Botanum,yussef davis,These Trails,0.4444,0.5
tonight,Outstanding,"horace andy,",The Gap Band,0.4444,0.5
the drug,Angel Dust,ryksopp,TYSON,0.4444,0.5
?quien?,¿Quién? - Remastered,juana molina,Juana Molina,0.4444,1.0
wigs,Swans,prefab sprout,Prefab Sprout,0.4444,1.0
delius (song of summer),Delius - 2018 Remaster,kate bush,Kate Bush,0.4444,1.0
under the bridge,Pure Shores,all saints,All Saints,0.4444,1.0
blue morning,Late One Sunday,the kiwi animal,The American Analog Set,0.4444,0.5263
magenta sky,Make It With You,roland young,Claudine Longet,0.4444,0.5185
"oye mama, oye papa","Oye papá, oye mamá",jeanette,Jeanette,0.4444,1.0
blue motel room,Cold Blue Steel and Sweet Fire,joni mitchell,Joni Mitchell,0.4444,1.0
long time,Remind Me,womack and womack,Candy McKenzie,0.4444,0.5161
weit fort,Keys to Your Heart,harte 10,The 101ers,0.4444,0.5556
heartbreak girl,Capture This,bunny brown,Gianni Brezzo,0.4444,0.5
meteor,Eternal Life,misha panflov,Shira Small,0.4444,0.5
triangle,Mind Holes,yuko kono,Yoko Ono,0.4444,0.8235
fish two,Fish 2 - Remastered,colin newman,Colin Newman,0.4444,1.0
adore,Pope,icube,Prince,0.4444,0.5455
love's tto hot to guide,Lovers In The Backseat,clifford coulter,Scissor Sisters,0.4444,0.5161
this love,Melodia das Flores,doreen schaeffer,Green Catani,0.4444,0.5
i really love you so,Over You - Mix 2,gold in the shade,Gold In The Shade,0.4444,1.0
eddie my love,It's Only Life,the teenqueens,The Feelies,0.4444,0.64
to be free,You Can Be a Star,luther davis group,Luther Davis Group,0.4444,1.0
sais (egypt),Sunset,lonnie liston smith & the cosmic echoes,Lonnie Liston Smith;The Cosmic Echoes,0.4444,0.9474
mea uma (,Pua Maliu,leao,LEAO,0.4444,1.0
/ mea uma,Pua Maliu,leao,LEAO,0.4444,1.0
bali,Angel,malor,Madonna,0.4444,0.5
shop lifters,Towers,ivor cutler trio,IN THE TRUNK,0.4444,0.5
dolphin,Sleep Thief,"loris s. sarid,",Luis Navidad,0.4444,0.5185
on the mountain,Back On My Feet Again,john david,Sandy Davis,0.4444,0.5714
chant d'ailleurs,Controversy,patrice gelsi,Prince,0.4444,0.5263
a whole heap of vibes,Castles Of Sand,the blackstones,Jermaine Jackson,0.4444,0.5161
walk with my dreams,Call Of The River,putty in her hands,Linda Perhacs,0.4444,0.5161
keep on movin (club mix),When I'm in Your Arms,soul ii soul,Cleo Sol,0.4444,0.5
tears (original mix),Over You - Mix 2,"chaos in the cbd,",Gold In The Shade,0.4444,0.5882
love is blind,Who You Foolin,"dunn,",Gunna,0.4444,0.6
wild fire,Melodia das Flores,garratt lane,Green Catani,0.4444,0.5
rodeo,Dove,tryphe,T. Rex,0.4444,0.5
revenge,Tired of Being Alone,taly sweet,Al Green,0.4444,0.5556
mea uma (,Pua Maliu,"leao,",LEAO,0.4444,0.8889
trouble,Tired of Being Alone,cat stevens,Al Green,0.4444,0.5263
i can't wait until i see my baby's face,I Found My Baby,arthea franklin,The Gap Band,0.4444,0.5185
incendiary,Misunderstandings,euphoria case,Chris & Cosey,0.4444,0.5385
moments in soul,This Is Love,j.t & the big family,Sly & The Family Stone,0.4444,0.619
portrait for frazer,Sketch For Summer,durutti column,The Durutti Column,0.4444,0.875
the square,Red Square - 2024 Remaster,durutti column,The Durutti Column,0.4444,0.875
the be colony,Tender Buttons,"broadcast,",Broadcast,0.4444,0.9474
butterflies,Foolish,shanti celeste,Ashanti,0.4444,0.5714
me da um beijo,O Samba da Minha Terra,"alceu valenca,",Rosinha De Valença,0.4444,0.5625
drifting,Tower Of Our Tuning,trbrot,Broadcast,0.4444,0.5333
a voyage north,Hit the North - Part 2,"glenn fallows,",The Fall,0.4444,0.5455
my story changes,Strange Relationship,rick penta,Prince,0.4444,0.5
give it up turn it loose,Without Love,james brown live,Peter Brown,0.4444,0.5185
cafe del pijp,Cidade a arder,gilb'r,Pilar,0.4444,0.5455
linin' track,Universal Train,les baxter's balladeers,Father's Children,0.4444,0.5
any minute,The Line,illinois band,The GN Band,0.4444,0.5
lindo,Lady,wanderla,D'Angelo,0.4444,0.5
auntie aviator,May You Never,john martyn & beverly martyn,John Martyn,0.4444,0.5641
how they made it,He Turns My Radio On,"tim koh,",Jim Ford,0.4444,0.5
"love, love, love (main 12"" mix)",Love Love Love,those guys,Those Guys,0.4444,1.0
i'm a gambler,It's Only Life,pete dello & friends,The Feelies,0.4444,0.5161
ping ting best,Dance Tonight,ru paul,Lucy Pearl,0.4444,0.5882
obeah,Easy,manhattan charlie's roots,Mata Hari,0.4444,0.5294
all i need,The Line,air french band,The GN Band,0.4444,0.5385
we met in december,Tell Me What It Is,peter reno,"Tyler, The Creator",0.4444,0.5
he's leaving,Universal Train,cate lebon,Father's Children,0.4444,0.5185
home business,Who You Foolin,gn,Gunna,0.4444,0.5714
sincerely yours,Shame on You,forslag musk,Lord Tusk,0.4444,0.5714
weit fort,Keys to Your Heart,hrte 10,The 101ers,0.4444,0.5882
5 minutes (r-r-r radio mix),Springfield (DFA Remix),arthur russell,Arthur Russell,0.44,1.0
don't hide your love from me,Hit the North - Part 2,the folklords,The Fall,0.44,0.6667
make the loose ends meet,The Woman's Touch,rat heart,The Cigarettes,0.439,0.5217
land of the loops,Ain't No Stopping Us Now,growing concern,Risco Connection,0.439,0.5161
be thankful (instrumental),A Tour in Italy,bryan austin,Bandaid,0.439,0.5263
ventura highway,Put a Little Away,unknown artist,Innovations,0.4375,0.56
somewhere good,The Turning Ground,tara clerkin trio,Tara Clerkin Trio,0.4375,1.0
love come through,Come Go With Me,syren,Ashaye,0.4375,0.5455
may you never,You Only Live Twice,"john martyn,",John Barry,0.4375,0.7273
he's leaving,Heaven Is No Feeling,cate le bon,Cate Le Bon,0.4375,1.0
temperature's rising (remix),The Start of Your Ending (41st Side),mobb deep,Mobb Deep,0.4375,1.0
somewhere i belong,Smooth Sailin',gabor szabo,Gábor Szabó,0.4375,0.8182
movement # 3,Alegria Em Movimento,misha panfilov,Misha Panfilov,0.4375,1.0
return of the mack,I Love Jamaica,rockie campbell,Georgie Fame,0.4375,0.5185
a map of africa,Life Is A Rip Off,ian martin & paul fishman,Anti-Establishment,0.4375,0.5116
lost in vegas,Almost Ma Sel Again,some treat,Jesse Rae,0.4375,0.5263
balladeers linen',Made up in Blue,les baxter's,The Bats,0.4375,0.6
five moments,Never No More Lonely,field mice,Fingers Inc.,0.4375,0.5455
emotional men,Backfield in Motion,ethimm,Mel & Tim,0.4375,0.5333
no one like you,Give Me Your Love,robert glasper experiment,Robert Ffrench,0.4375,0.5128
when i come knocking,I Choose You,poncho c. saint fingers,Chicago Gangsters,0.4375,0.5
theme of angels,The Woman's Touch,stairsteps,The Cigarettes,0.4375,0.5
heroes of the conquest,Les Fleurs,invisible session,Minnie Riperton,0.4375,0.5
visions of you (radio edit),I Am Stretched on Your Grave,sinead o' connor,Sinéad O'Connor,0.4364,0.9032
walk around the block,I Thought I Heard You on the Radio,peel dream machine,Paul McMahon,0.4364,0.5333
nau sem rumo,O Trem Azul,lo borges,Lô Borges,0.4348,0.8889
thinking of you,Stir Fry,maureen,Lauren Duffus,0.4348,0.5
fire dance,Dear Prudence,gabor szabo,Gábor Szabó,0.4348,0.8182
dear prudence,Fire Dance,gabor szabo,Gábor Szabó,0.4348,0.8182
cerre los ojos,True Lies,veronik,Toni,0.4348,0.5455
liquid deep,Diamond Eyes,sasac + dreamcast,Tom Noble;dreamcastmoe,0.4348,0.5128
waiting for us,Strangers,shiny too shiny,Sinking ships,0.4348,0.5
shut the door,pure heart,saada bonairea,ABUNAI,0.4348,0.5
lost in love,Outstanding,the foxrun band,The Gap Band,0.4348,0.6667
bepo so dua,Mada Meho So,(ode ne ho) atta frimpong,Thomas Frempong,0.4348,0.55
gathers no moss,The Line,the shadows,The GN Band,0.4348,0.5455
nobody knows,Lofty Skies,"t. l. barrett,",T. Rex,0.4348,0.5
slacking off,Outstanding,the nassauvians,The Gap Band,0.4348,0.5185
diggin' it,Don't Tell Me,"dunn,",Madonna,0.4348,0.5
fever times,Fader - Edit,sun rhythms,Róisín Murphy,0.4348,0.5
wouldn't cry,On The Roof,sneaky feelings,The Feelies,0.4348,0.6154
eleanor rigby,Pass on By,hayes primary school,Charlie Rich,0.4348,0.5
blurton road,Ikeja Roads,"toyin agbetu,",Tony Allen,0.4348,0.5217
on tha double,Until Then,the establishment,Tresa Leigh,0.4348,0.5
love song,Weekend Loving,"eddie lang,",Jennifer Lara,0.4348,0.5
turn me loose,pure heart,blue night,ABUNAI,0.4348,0.5
dateline,More Trife Life,jamma dee,Mobb Deep,0.4348,0.5556
live session,The Western,womb,Woo,0.4348,0.5714
upside down in an empty room,Cupid De Locke - Remastered 2012,"the reds, pinks & purples",The Smashing Pumpkins,0.4333,0.5217
un cam ymlaen,A Young Girl's Complaint,emyr jirsek a'r lliwiau,Emahoy Tsege Mariam Gebru,0.4324,0.5
supersonic magatonic flash,Sure To See,ice water slim,14 Iced Bears,0.4324,0.5185
supersonic megatonic flash,Sure To See,ice water slim,14 Iced Bears,0.4324,0.5185
where's your money (lp),There She Goes,"busta rhymes,",Fabulous Performers,0.4324,0.5
midtown 120 blues,It's Gonna Be Lonely,dj sprinkles,Prince,0.4324,0.5556
have you seen a horizon lately,High On A Rocky Ledge,"yoko ono,",Moondog,0.4314,0.5
tears on his rings and chains,Tinseltown in the Rain,"dean blunt,",The Blue Nile,0.4314,0.5
when the earth was flat,You're the Only One Watching,lake,MIKE,0.4314,0.5
keep your faith to the sky,Right On For The Darkness,"willie scott,",Willie Wright,0.4314,0.6154
skyfire,Seabird,unknown artist,Innovations,0.4286,0.56
grunge,Carousel,tyson,TYSON,0.4286,1.0
oozewald,WOOSAH,dean blunt,Dean Blunt,0.4286,1.0
tunnel view,Unchanging Window,broadcast,Broadcast,0.4286,1.0
ur ghost is my shadow,How Deep Is Your Love,ben bondy (ft kissen),Benny Martin,0.4286,0.5455
"out of me, out of you",Method of Modern Love,daryl hall & john oates,Daryl Hall & John Oates,0.4286,1.0
seventh heaven (uptown mix),Etched in Stone,deception,Sepiatone,0.4286,0.5556
shine a light (,Swingin Party,shabazz palaces,The Replacements,0.4286,0.5161
small hours (part 1),A Song for Syd Barrett,the cleaners from venus,The Cleaners From Venus,0.4286,1.0
ram on,Emotions,"paul mccartney,",Mariah Carey,0.4286,0.5185
sg suprasound,Estoy Brillando,folie 2,Fe 59,0.4286,0.5
something,That Summer Feeling,bing bang and the entertainers,Jonathan Richman & The Modern Lovers,0.4286,0.5152
tired of being bad,Echo Beach,shannon and the clams,Martha and the Muffins,0.4286,0.6047
dancing,Changes,imagination,Imagination,0.4286,1.0
eronu,Reduction,gasper-lawal,Material,0.4286,0.5
otrio,Corporeal,bocato,Broadcast,0.4286,0.6667
na my life be dis,Sandy Skies,betty & the code red,The Garbage & the Flowers,0.4286,0.5333
help us spread the message,Can't You See Me,mighty ryeders,Roy Ayers,0.4286,0.5217
the seeker,These Falling Arms,the chicken and the gg,The Sea and Cake,0.4286,0.5789
banjo 7 against 5,AI AI AI AI,john lurie,John Lurie,0.4286,1.0
what you want (remix),Dreaming (Jungle Mix),"mase,",Ashaye,0.4286,0.5455
just your love,It's Only Life,the antennas,The Feelies,0.4286,0.5217
dub me right,One More Saturday Night - Live,tica,CAN,0.4286,0.5714
stay rad,Lost In The Paradise,abigail snail,Gal Costa,0.4286,0.5455
hard times,Cars,piero umliani,Gary Numan,0.4286,0.5217
weapon of peace,Long Long Way,jah love,Jah Wobble,0.4286,0.6667
the answer,These Falling Arms,jodesha and strar ride,The Sea and Cake,0.4286,0.5263
v37alice,Accuse,sasac,Alaska,0.4286,0.5455
waiting on you,It's Only Life,the pendletons,The Feelies,0.4286,0.64
i like rain,Sweet Inspiration,the jean-paul sartre experience,The Yandall Sisters,0.4286,0.52
divine,The Line,the dave and phil duo,The GN Band,0.4286,0.5
untitled,Functions On the Low,naffi sandwich,Ruff Sqwad,0.4286,0.5
i wanna smoke,Right Down Here,gangsta pat,Asha Puthli,0.4286,0.5455
one little dub,Moonlight Flat,b.b. seaton,A.R. Wilson,0.4286,0.5455
golden eagle flight,Real Life,mirage,Emiranda,0.4286,0.5714
passion,Keep On,taffy,Firefly,0.4286,0.5
love is good,I Love Every Little Thing About You,skyrager,Syreeta,0.4255,0.5333
i whisper role over,Don't I Ever Cross Your Mind,barbara marchand,Barbara Mason,0.4255,0.7586
i'll be long gone,Come On Let's Go,bozz scaggs,Broadcast,0.4242,0.5
lil' red boat,Tired of Being Alone,angel grant,Al Green,0.4242,0.6316
if i had loved you,I Want You Back,sunshine-earth band,Esso Trinidad Steel Band,0.4242,0.5116
la fille que rit,A Love Reputation,premiere classe,Denise LaSalle,0.4242,0.5517
la fille qui rit,A Love Reputation,premiere classe,Denise LaSalle,0.4242,0.5517
quips and cranks,Hustle Ain't Over,c. cordio,C. M. Toni,0.4242,0.5263
the screams of passion,On The Roof,the family,The Feelies,0.4242,0.5714
bring it down,Functions On the Low,ruff sqwad,Ruff Sqwad,0.4242,1.0
places and spaces,Alone - Paradise,donald byro,Don Carlos,0.4242,0.5714
drive (first mix),Five Day Morning,"dj central,",The Clientele,0.4242,0.5
ibakish tarekigne,Atmetalegnem Woi,hailu mergia and wallia's band,Hailu Mergia;The Walias,0.4242,0.717
is it like or love,LOOK OUT FOR ME,rickenstein,Turnstile,0.4242,0.5
if you really want to go,Hollywood,donethon,Madonna,0.4242,0.5333
nan ye li kan,I'm Glad You're Mine,mac gregor,Al Green,0.4242,0.5556
this heart of mine,I Start to Stop,carlton and the shoes,Martha and the Muffins,0.4242,0.6047
phoenix at desert,Forbidden Dreams,akio,Shakti,0.4242,0.6
in sepia tone,Everything She Wants,sepia tone,The Egyptian Lover,0.4242,0.5
five hundred miles,Gimme A Uniform,mamman sani abdoulaye,Captain Sensible,0.4242,0.5405
shall we go (extended version),A flúor - Versión maxi,dropbears,Derribos Arias,0.4231,0.5217
untitled,In The Sand,i level,iLEVEL,0.4211,0.9231
fool's gold,Tiny God,stone roses,Mylo Stone;Frenic,0.4211,0.5
friends,"Caroline, No",the beach boys,The Beach Boys,0.4211,1.0
data foresta,Meteora,ssiege,SSIEGE,0.4211,1.0
song of the injured love,Smooth Sailin',gabor szabo,Gábor Szabó,0.4211,0.8182
why do i cry,My Girl,margi guryan,Al Green,0.4211,0.5
love me do,Child Of Nature - Esher Demo,the beatles,The Beatles,0.4211,1.0
as close as us,I Need Your Love So Much,gordon haskell,Gordon Haskell,0.4211,1.0
soft power,Otherwise,"ezra feinberg,",Sean Being,0.4211,0.5833
my baby,Ho Happy Day,apple and the 3 oranges,Flame N King;The Bold Ones,0.4211,0.5714
soundgood,syruphands,b. cool-aid,B. Cool-Aid,0.4211,1.0
alibek'agnimi,Talkin,tilaye gebre,Vee Gees,0.4211,0.5
it's all over now baby blue,Rum Nobbler,"van morrison,",A.R. Wilson,0.4211,0.5
paulette,Pure Shores,balla et ses balladins,All Saints,0.4211,0.5625
