nts_song,spotify_track,nts_artist,spotify_artist,song_sim,artist_sim
private life (long version),Private Life,grace jones,Grace Jones,0.6154,1.0
why (extended version),"Why - 12"" Version",carly simon,Carly Simon,0.6154,1.0
daydream (dub mix),Daydream,back to the planet,Back to the Planet,0.6154,1.0
mood 1 i love you,"Mood 1 ""L.O.V.E. Love""",sunbear,Sunbear,0.6154,1.0
diamonds & pearls,Diamonds and Pearls - 2023 Remaster,"prince,",Prince,0.6154,0.9231
that's fancy,That's Fancy 1 - Remastered,sammy burdson,Sammy Burdson,0.6154,1.0
all of a sudden (it's a new world),All of a Sudden,laraaji,Laraaji,0.6122,1.0
love proceeding (macroblank remix),Love Proceeding,"badbadnotgood,",BADBADNOTGOOD;Arthur Verocai,0.6122,0.619
jenseits der tr,Jenseits der Tür - Remastered 2003,fehlfarben,Fehlfarben,0.6122,1.0
performance,"Performance (12"" Version)",cube,Cube,0.6111,1.0
kriss kross (prod. zoomo),Kriss Kross,yl,YL,0.6111,1.0
mystery boy (vegyn remix),Mystery Boy,sassy 009,Sassy 009,0.6111,1.0
in the river,In The Sand,i level,iLEVEL,0.6087,0.9231
all i wanna do,All I Wanna Do - Remastered 2009,the beach boys,The Beach Boys,0.6087,1.0
i'm not moving,I'm Not Moving - 2015 Remastered,phil collins,Phil Collins,0.6087,1.0
bye bye badman,Bye Bye Badman - Demo Remastered,the stone roses,The Stone Roses,0.6087,1.0
i can't let go,I Can't Let Go - Remastered 2012,evie sands,Evie Sands,0.6087,1.0
king pharoah's plauge,King Pharoah - Remastered,yabby you,Yabby You;King Tubby,0.6087,0.6207
falls on me,Lay It On Me,"sylvie,",Sylvia,0.6087,0.7692
cupid de locke,Cupid De Locke - Remastered 2012,the smashing pumpkins,The Smashing Pumpkins,0.6087,1.0
"socks, drugs and rock 'n' roll","Socks, Drugs and Rock'n'roll Live - Sax, Drugs and Rock'n'roll",buffalo daughter,Buffalo Daughter;Hajime Tachibana,0.6087,0.6531
next year in asia,Next Year in Asia - Remasterisé en 2018,octobre,Octobre,0.6071,1.0
'til i die (alternative mix),'Til I Die - Remastered 2009,the beach boys,The Beach Boys,0.6071,1.0
et des mandolines,Et des mandolines - Remasterisé en 2021,henri salvador,Henri Salvador,0.6071,1.0
dressed to please,Dressed To Please - Echospace Reduction,shocking pinks,Shocking Pinks,0.6071,1.0
all i want,All I Want - Remastered,kalapana,Kalapana,0.6061,1.0
in my room,In My Room - Remastered,the beach boys,The Beach Boys,0.6061,1.0
barramundi,Barramundi - Remastered,this mortal coil,This Mortal Coil,0.6061,1.0
like it is,Like It Is - Remastered,yusef lateef,Yusef Lateef,0.6061,1.0
healing pt. 1,"Healing, Pt. 1 - 2015 Remaster",todd rundgren,Todd Rundgren,0.6047,1.0
balla mozzarella (radio stazione mix),Balla Mozzarella,giovanni t.,Giovanni T.,0.6038,1.0
i'll come running,I’ll Come Running (To Tie Your Shoe),brian eno,Brian Eno,0.6038,1.0
sometimes i wish,Sometimes I Wish - Dramadance USA Mix,pink & black,Pink & Black,0.6038,1.0
pretty little baby,Pretty Little Baby - Single Version (Mono),marvin gaye,Marvin Gaye,0.6,1.0
this feeling,This Feeling - 2019 Remaster,happy mondays,Happy Mondays,0.6,1.0
let's ride ... (mission to mars) (extended version),Let's Ride - Original Version,junei',Junei',0.6,1.0
the problem,The Party,godley + creme,Godley & Creme,0.6,0.9286
the party,The Problem,godley + creme,Godley & Creme,0.6,0.9286
someone like me,Come Go With Me,sharkey,Ashaye,0.6,0.6154
no dreams,Tiny Demons,todd dunlap,Todd Rundgren,0.6,0.5833
all woman (vocal mix),All Woman,kathy diamond,Kathy Diamond,0.6,1.0
in my pocket,Innocent,minisnap,Minisnap,0.6,1.0
