nts_song,spotify_track,nts_artist,spotify_artist,song_sim,artist_sim
non. ne discutez pas de la vrit,"Non, Ne Discutez Pas De La Vérité",taylor alice,Taylor Alice,0.9375,1.0
all i need is you (instrumental),All I Need Is You - Instrumental,starshine,Starshine,0.9375,1.0
ooh what a life !,Ooh what a life,gibson brothers,Gibson Brothers,0.9375,1.0
rise up (version),Rise Up Version,bullwackie,Bullwackie,0.9375,1.0
are you lonesome like me? (demo),Are You Lonesome Like Me? - Demo,the feminine complex,The Feminine Complex,0.9375,1.0
damn right i'm somebody,Damn Right I Am Somebody,fred wesley and the j.b.'s,Fred Wesley & The J.B.'s,0.9362,0.92
big muff (drum machine version),Big Muff - Drum Machine Version,john martyn,John Martyn,0.9355,1.0
infinitamente nu (instrumental),Infinitamente Nu - Instrumental,sessa,Sessa,0.9355,1.0
by the light of a magical moon,By The Light Of The Magical Moon,t. rex,T. Rex,0.9355,1.0
in the river (dub instrumental),In The River - Dub Instrumental,i-level,iLEVEL,0.9355,0.9231
once bitten (original 1988 mix),Once Bitten - Original 1988 Mix,kim yaffa,Kim Yaffa,0.9355,1.0
yo mejor te doy (remasterizado),Yo mejor te doy - Remasterizado,los yoyi,Los Yoyi,0.9355,1.0
rock & roll skate (sax version),Rock & Roll Skate - Sax Version,addmoro,Addmoro,0.9355,1.0
organ donor (extended overhaul),Organ Donor - Extended Overhaul,dj shadow,DJ Shadow,0.9355,1.0
what's going on (instrumental),What's Going On - Instrumental,marvin gaye,Marvin Gaye,0.9333,1.0
i feel for you (acoustic demo),I Feel for You - Acoustic Demo,prince,Prince,0.9333,1.0
dream ii,Dream I,bartosz kruczynski,Bartosz Kruczyński,0.9333,0.9444
lunch hour pips,Lunch Hour Pops,broadcast,Broadcast,0.9333,1.0
i zimba,I Zimbra,talking heads,Talking Heads,0.9333,1.0
can i tell u tomorrow,Can I Tell You Tomorrow?,nourished by time,Nourished by Time,0.9333,1.0
"outstanding (original 12"" mix)","Outstanding - Original 12"" Mix",the gap band,The Gap Band,0.9333,1.0
teardrops (flava mix),"Teardrops (Flava 7"" Mix)",lovestation,Lovestation,0.9333,1.0
sea bird,Seabird,alessi brothers,Alessi Brothers,0.9333,1.0
if you can wait,If You Can Want,perth county conspiracy,Perth County Conspiracy,0.9333,1.0
tombles oublies,Tombes Oubliées,the brian jonestown massacre,The Brian Jonestown Massacre,0.9333,1.0
live it up - pts. 1 & 2,"Live It Up, Pts. 1 & 2",the isley brothers,The Isley Brothers,0.9333,1.0
p.o. '88,P.O.'88,tommy mandel,Tommy Mandel,0.9333,1.0
everyday (rough trade session),Everyday - Rough Trade Session,weyes blood,Weyes Blood,0.9333,1.0
part-time punks,Part Time Punks,television personalities,Television Personalities,0.9333,1.0
i want my mummy,I Want My Mommy,foot and mouth,Foot and Mouth,0.9333,1.0
eve (anwummere),Eve (Anwummerɛ),coby sey,Coby Sey,0.9333,1.0
suster's bazaar,Sister's Bazaar,darren hayman,Darren Hayman,0.9333,1.0
emotion,Emotions,15 16 17,15 16 17,0.9333,1.0
treasures in the world,Treasures in This World,tony benjamin,Tony Benjamin,0.9333,1.0
what did you do to me? part 2,What Did You Do to Me? - Pt 2,bloodstone,Bloodstone,0.931,1.0
you turn me around (karu mix),You Turn Me Around - Karu Mix,nature love,Nature Love,0.931,1.0
(theme form) western sky music,Theme from Western Sky Music,jeffrey silverstein,Jeffrey Silverstein,0.931,1.0
a new life (planet earth mix),A New Life - Planet Earth Mix,s.o.n.s,S.O.N.S,0.931,1.0
cod liver oil & orange juice,Cod Liver Oil and Orange Juice,hamish imlach,Hamish Imlach,0.931,1.0
(i keep singing) la la la ooh,I Keep Singing (La La La Ooh),the lovations,The Lovations,0.931,1.0
mellow feeling - pt. 1,"Mellow Feeling, Pt. 1",barbara lynn,Barbara Lynn,0.9302,1.0
stoozy (kwake dub version 1),STOOZY - Kwake Dub Version 1,dean blunt,Dean Blunt,0.9286,1.0
umi no eu kara,Umi No Ue Kara,yasuaki shimizu,Yasuaki Shimizu,0.9286,1.0
niueans of ariki street (ariki street 04),NIUEANS OF ARIKI STREET - ARIKI STREET - 04,hanisi garue,HANISI GARUE,0.9286,1.0
trinidad (special disco mix),Trinidad - Special Disco Mix,john gibbs & the u.s. steel orchestra,John Gibbs and The U.S. Steel Orchestra,0.9286,0.9474
he's so frisky,He’s So Frisky,dolly mixture,Dolly Mixture,0.9286,1.0
child of nature (esher demo),Child Of Nature - Esher Demo,the beatles,The Beatles,0.9286,1.0
inspiring light (vocal edit),Inspiring Light - Vocal Edit,phosphorus,Phosphorus,0.9286,1.0
hurtboy error (,hurtboy error,isaiah hull,Isaiah Hull;aloisius,0.9286,0.7097
holy dance (large sound mix),Holy Dance - Large Sound Mix,agua re,Agua Re,0.9286,1.0
a noite do meu bem (ao vivo),A Noite Do Meu Bem - Ao Vivo,milton nascimento,Milton Nascimento,0.9286,1.0
surrender (extended version),Surrender - Extended Version,single gun theory,Single Gun Theory,0.9286,1.0
matti pellonp,Matti Pellonpää,penza penza,Penza Penza,0.9286,1.0
a long long way,Long Long Way,jah wobble with animal,Jah Wobble,0.9286,0.625
when the hammer comes down,When the Hammer comes down (+),pink turns blue,Pink Turns Blue,0.9286,1.0
i'll be around,I’ll Be Around,the spinners,The Spinners,0.9286,1.0
tears dry (original version),Tears Dry - Original Version,amy winehouse,Amy Winehouse,0.9286,1.0
come let me love you (vocal),Come Let Me Love You - Vocal,"jeanette ""lady"" day","Jeanette ""Lady"" Day",0.9286,1.0
what about this love (dub version),What About This Love? - Dub Version,mr. fingers,Mr. Fingers,0.9275,1.0
life is gone down low,Life's Gone Down Low,the lijadu sisters,The Lijadu Sisters,0.9268,1.0
siren (12 inch dub version),Siren - 12 Inch Dub Version,super fu,Super FU,0.9259,1.0
marseille pt. 2 (like this),"MARSEILLE, PT2 (LIKE THIS!)",ashley iman,Ashley Iman,0.9259,1.0
space cowboy (demo version),Space Cowboy - Demo Version,jamiroquai,Jamiroquai,0.9259,1.0
gypsy soul (rehearsal demo),Gypsy Soul - Rehearsal Demo,tommy bolin,Tommy Bolin,0.9259,1.0
remind me (different style),Remind Me - Different Style,candy mckenzie,Candy McKenzie,0.9259,1.0
shes just that type of girl,She's Just the Type of Girl,circuitry,Circuitry,0.9259,1.0
fluorescenses,Fluorescences,stereolab,Stereolab,0.9231,1.0
friday,Fridays,the durutti column,The Durutti Column,0.9231,1.0
so close dub,So Close - Dub,y'know,Y'KNOW,0.9231,1.0
erase/rewind,Erase / Rewind,the cardigans,The Cardigans,0.9231,1.0
losalamitoslatinfunksong,Losalamitoslatinfunklovesong,gene harris,Gene Harris,0.9231,1.0
surfin,Surfin',ernest ranglin,Ernest Ranglin,0.9231,1.0
"gaia sunset, part 1",Gaia Sunset - Part 1,jimi tenor with cold diamond & mink,Jimi Tenor;Cold Diamond & Mink,0.9231,0.8923
i don't wanna,I Don’t Wanna,fcukers,Fcukers,0.9231,1.0
just a prayer,Just a Player,andres,Andres,0.9231,1.0
i got somethin' (deep mix),I Got Somethin' - Deep Mix,logic,Logic,0.9231,1.0
jam macka dub,Jah Macka Dub,winston edwards,Winston Edwards,0.9231,1.0
p.o'88,P.O.'88,tommy mandel,Tommy Mandel,0.9231,1.0
come clean (e new y radio),Come Clean - E New Y Radio,jeru the damaja,Jeru The Damaja,0.9231,1.0
rodsia,Rodésia,tim maia,Tim Maia,0.9231,1.0
prepaid,Prepad,boban petrovic,Boban Petrovic,0.9231,1.0
jasmin,Jasmine,sulah jordan,Sulah Jordan,0.9231,1.0
say you'll be,Say You’ll Be,"jerome ""secret weapon"" prister,","Jerome ""Secret Weapon"" Prister",0.9231,0.9836
el nio,El niño,ignacio maria gomez,Ignacio Maria Gomez,0.9231,1.0
let's be happy (disco mix),Let's Be Happy - Disco Mix,gyedu blay ambolley & zantoda mk 3,Gyedu-Blay Ambolley;Zantoda MK 3,0.9231,0.9091
hotel des avanes (instrumental),Hôtel Des Savanes - Instrumental,voyage de charme,Voyage De Charme,0.9206,1.0
the future is not your past,The Future is Your Past,brian jonestown massacre,The Brian Jonestown Massacre,0.92,0.9231
get it up for love (demo),Get It Up For Love - Demo,ned doheny,Ned Doheny,0.92,1.0
digital girl (funk remix),Digital girl - funk remix,dj suzy,DJ Suzy,0.92,1.0
lady day & john coltrane,Lady Day and John Coltrane,gil scott-heron,Gil Scott-Heron,0.92,1.0
dencity (urban tribe mix),Dencity - Urban Tribe Mix,trans-4m,Trans-4M,0.92,1.0
mystery boy (vegyn remix),Mystery Boy - Vegyn Remix,sassy 008,Sassy 009;Vegyn,0.92,0.6667
she's knocking at my door,She's Knocking on My Door,the johnny rocco band,The Johnny Rocco Band,0.92,1.0
stoned (manali cream mix),Stoned - Manali Cream Mix,rockers hi-fi,Rockers Hi-Fi,0.92,1.0
it's my life (max d edit),It's My Life - Max D Edit,watt noize,Watt Noize;Max D,0.92,0.7692
who said? (vocal version),Who Said? - Vocal Version,two the hardway,Two The Hardway,0.92,1.0
meain maschine is schon (single edit),Mein Maschine Ist Schön - Single Edit,cos,Cos,0.9189,1.0
bigger than the punch i'm feeling,Bigger The Punch I'm Feeling,china crisis,China Crisis,0.918,1.0
zontomenteel,Zontimenteel,don melody club,Don Melody Club,0.9167,1.0
christine (demo version),Christine - Demo Version,siouxsie and the banshees,Siouxsie and the Banshees,0.9167,1.0
the frog and the princess,The Frog & The Princess,grace jones,Grace Jones,0.9167,1.0
cone to life,Come To Life,arthur russell,Arthur Russell,0.9167,1.0
"number one (12"" version)","Number One - 12"" Version",patrice rushen,Patrice Rushen,0.9167,1.0
femme datale,Femme Fatale,fagus fluvialis,Fagus Fluvialis,0.9167,1.0
morning wood,Morning Mood,donna regina,Donna Regina,0.9167,1.0
you can't touch me anymore,Can't Touch Me Anymore,strike one,Strike One,0.9167,1.0
"space, he called from the kitchen","Space, He Called From The Kitchen . . .",it's immaterial,It's Immaterial,0.9167,1.0
that's amore,That’s Amore,dean martin,Dean Martin,0.9167,1.0
seein' stars,SEEIN’ STARS,turnstile,Turnstile,0.9167,1.0
come with me (bossa mix),Come With Me - Bossa Mix,paprika soul,Paprika Soul,0.9167,1.0
tezeta slow,Tezeta - Slow,getatchew kassa,Gétatchèw Kassa,0.9167,0.8667
cardiopcleptomaine,Cardiocleptomanie,pas de deux,Pas De Deux,0.9143,1.0
right on for darkness,Right On For The Darkness,willie wright,Willie Wright,0.913,1.0
candlelight (alternate),Candlelight - Alternate,sjunne ferges exit,Sjunne Ferger;Exit,0.913,0.8889
channel one feel this one,Channel One Feel This,king tubby,King Tubby,0.913,1.0
y la quiero (and i love her),Y la quiero - And I Love Her-,los apson,Los Apson,0.9123,1.0
3 union lads,Union Lads,cleaners from venus,The Cleaners From Venus,0.9091,0.9048
!gozame ya!,¡gózame Ya!,susana estrada,Susana Estrada,0.9091,1.0
complex (demo version),Complex - Demo Version,gary numan,Gary Numan,0.9091,1.0
confidence !,Confidence,mode i/q,Mode I/Q,0.9091,1.0
here comes the cigarettes,Here Comes the Cigarettes.....,the cigarettes,The Cigarettes,0.9091,1.0
3 union lads,Union Lads,the cleaners from venus,The Cleaners From Venus,0.9091,1.0
por voc com voc,"Por Você, Com Você",guilherme arantes,Guilherme Arantes,0.9091,1.0
buildings (funk remix),Buildings - funk remix,dj suzy,DJ Suzy,0.9091,1.0
never gonna die (live),Never Gonna Die - Live,robbie stickland,Robbie Stickland,0.9091,1.0
morning of our lives,The Morning of Our Lives,jonathan richman & the modern lovers,Jonathan Richman & The Modern Lovers,0.9091,1.0
kent yasami,Kent Yaşamı,senay,Şenay,0.9091,0.8
cccan't you see... (french extended mix),Cccan't You See - French Extended Mix,vicious pink,Vicious Pink,0.9091,1.0
cccan't you see...,Cccan't You See,vicious pink,Vicious Pink,0.9091,1.0
sola sistum,Sola Sistim,underworld,Underworld,0.9091,1.0
hit the north (part 2),Hit the North - Part 2,the fall,The Fall,0.9091,1.0
mnenophobia,Mnemophobia,brainstory,Brainstory,0.9091,1.0
um al,Um Alô,mario gomes,Mario Gomes,0.9091,1.0
on time//in time,On Time / In Time,stefan christensen,Stefan Christensen,0.9091,1.0
por el universo #2,Por El Universo,ramzi,RAMZi,0.9091,1.0
alright (instrumental),Alright - Instrumental,coral d,Coral D,0.9091,1.0
samba - trip,Samba-Trip,richard schneider jr.,Richard Schneider JR.,0.9091,1.0
fly away / wakling in sunshine,Fly Away / Walking in the Sunshine,laid back,Laid Back,0.9062,1.0
you're the one i love (c&j mix),You're the One I Love - C&J Remix,shola ama,Shola Ama,0.9062,1.0
silent love (forever),Silent Love - Forever,joe hisaishi,Joe Hisaishi,0.9048,1.0
da da (fender rhodes),Da Da - Fender Rhodes,the beach boys,The Beach Boys,0.9048,1.0
cars (demo version 2),Cars - Demo Version 2,gary numan,Gary Numan,0.9048,1.0
i missed again (demo),I Missed Again - Demo,phil collins,Phil Collins,0.9048,1.0
so high (tapes remix),So High - Tapes Remix,hidden operator,Hidden Operator,0.9048,1.0
rhythm of life (demo),Rhythm Of Life - Demo,tears for fears,Tears For Fears,0.9048,1.0
african vibe (part 2),African Vibe - Part 2,peta teanet,Peta Teanet,0.9048,1.0
lady with the braid,The Lady With The Braid,dory previn,Dory Previn,0.9048,1.0
do you think i'm sexy,Do Ya Think I'm Sexy?,"gene summers,",Gene Summers,0.9048,0.96
"poete, vos papiers !",Poète... vos papiers !,leo ferre,Léo Ferré,0.9048,0.7778
shikaku maru ten,Shikako MaruTen,can,CAN,0.9032,1.0
there's always something to remind me,(There's) Always Something There To Remind Me,alejandro bravo,Alejandro Bravo,0.9024,1.0
the world couldn't see us,This World Couldn’t See Us,nabihah iqbal,Nabihah Iqbal,0.902,1.0
holdin' on,Holdin’ On,the clean,The Clean,0.9,1.0
hypnotised,Hypnotized,fleetwood mac,Fleetwood Mac,0.9,1.0
drippin' (sauce dub),Drippin' - Sauce Dub,morris mobley,Morris Mobley,0.9,1.0
krperwrme,Körperwärme,futurologischer congress,1. Futurologischer Congress,0.9,0.9412
think (instrumental),Think - Instrumental,curtis mayfield,Curtis Mayfield,0.9,1.0
i was born to lose out,I Was Born to Lose,james & bobby purify,James & Bobby Purify,0.9,1.0
kent yaam,Kent Yaşamı,senay,Şenay,0.9,0.8
spike lee (,spike lee,isaiah hull,Isaiah Hull;aloisius,0.9,0.7097
c'est l'amour auquel je pense,C’est à l’amour auquel je pense,francoise hardy,Françoise Hardy,0.9,0.9333
sun-kissed,Sun Kissed,sven wunder,Sven Wunder,0.9,1.0
kemd'layey,Kemd’layey,ibex band,Ibex Band,0.9,1.0
do i - do i,Do I Do I,johnny clarke,Johnny Clarke,0.9,1.0
kirikisi (ekassa 24),Kirikisi - Ekassa 24,sir victor uwaifo,Sir Victor Uwaifo,0.9,1.0
it's gonna be a beautiful night,It's Gonna Be a Beautiful Night - Live,prince,Prince,0.8986,1.0
i'm scanning things i can't see,I'm Scanning Things I Can't See - demo,fievel is glauque,Fievel Is Glauque,0.8986,1.0
here we go again (herestrumental mix down dub),We Go Again - Herestrumental Mix Down Dub,the paradiso,The Paradiso,0.8966,1.0
love (instrumental),Love - Instrumental,i.a.o,I.A.O,0.8947,1.0
magnificent dance,The Magnificent Dance,the clash,The Clash,0.8947,1.0
love (instrumental),Love - Instrumental,i.a.o.,I.A.O,0.8947,0.9091
castelo (version 2),Castelo - Version 2,azymuth,Azymuth,0.8947,1.0
oasis (erotikk mix),Oasis - Erotikk Mix,francis inferno orchestra,Francis Inferno Orchestra,0.8947,1.0
get on it (the pump boys edit),Get On It - Pump Boys Edit,the pump girls,The Pump Girls,0.8929,1.0
wouldn't you love to love me? (1978),Wouldn't You Love to Love Me?,prince,Prince,0.8923,1.0
apppettite,Appetite,prefab sprout,Prefab Sprout,0.8889,1.0
m. e.,M.E.,gary numan,Gary Numan,0.8889,1.0
rise up (discomix),Rise Up - Discomix,tyrone evans,Tyrone Evans,0.8889,1.0
pendrolan,Pendorlan,ddwy,ddwy,0.8889,1.0
for the love of you (part 1 & 2),"For the Love of You, Pts. 1 & 2",the isley brothers,The Isley Brothers,0.8889,1.0
rock and roll woman,Rock & Roll Woman,buffalo springfield,Buffalo Springfield,0.8889,1.0
seko (garden demo),Seko - Garden Demo,"neba solo,",Neba Solo;Benego Diakité,0.8889,0.5294
past (present mix),Past - Present Mix,peace of dream,Peace of Dream,0.8889,1.0
manhatten,Manhattan,cat power,Cat Power,0.8889,1.0
bubbles (soap mix),Bubbles - Soap Mix,soft keys,Soft Keys,0.8889,1.0
"the flower, the bird, and the mountain (part i)","The Flower, the Bird and the Mountain, Pt.1",the kyoto connection,The Kyoto Connection,0.8889,1.0
stoned & starving,Stoned And Starving,parquet courts,Parquet Courts,0.8889,1.0
true love (part 1),True Love - Part 1,new horizon,New Horizon,0.8889,1.0
never let go,Never Let It Go,keith robinson,Keith Robinson,0.8889,1.0
supernatural thing - part 1,"Supernatural Thing, Pt. 1",ben e. king,Ben E. King,0.8846,1.0
that ain't right (lo-down hip hop mix),That Ain't Right - Lo-Down Hip Hop Edit,judy albanese,Judy Albanese,0.8831,1.0
mass - 'emmanuel',Mass - ‘Emmanuel’,sister irene o'connor,Sister Irene O'Connor,0.8824,1.0
tc chook (before),TC Chook - Before,bullion,Bullion,0.8824,1.0
gentle persuasida,Gentle Persuasion,doug hream blunt,Doug Hream Blunt,0.8824,1.0
vento a fair,Vento a Favor,sessa,Sessa,0.88,1.0
"the flower, the bird, and the mountain (part ii)","The Flower, the Bird and the Mountain, Pt.1",the kyoto connection,The Kyoto Connection,0.8791,1.0
can't keep my hands to myself (vocal),Can't Keep My Hands to Myself,t.s. monk,T.S. Monk,0.8788,1.0
dododo ekasa no. 1,Dododo - (Ekassa No. 1),sir victor uwaifo & his melody maestroes,Sir Victor Uwaifo;His Melody Maestroes,0.878,0.9487
dreamtime: in the outback,Dreamtime: In the Outback - 1980,"""blue"" gene tyranny","""Blue"" Gene Tyranny",0.8772,1.0
self (tasty mix),Self - Tasty Mix,self control,Self Control,0.875,1.0
go easy (take 3),Go Easy - Take 3,john martyn,John Martyn,0.875,1.0
horridu,horridula,aragon,ARAGON,0.875,1.0
back home (demo),Back Home - Demo,the beach boys,The Beach Boys,0.875,1.0
capricorn woman (strip mix),Capricorn (Strip Mix),dennis bovell,Dennis Bovell,0.875,1.0
new york grief,New York Grief '86,princess demeny,Princess Demeny,0.875,1.0
alone (paradise),Alone - Paradise,don carlos,Don Carlos,0.875,1.0
driftin',Drifting,trubrot,Trúbrot,0.875,0.8571
state-of-the art,State Of The Art,the necessaries,The Necessaries,0.875,1.0
blow out (remix),Blow Out - Remix,jah wobble,Jah Wobble,0.875,1.0
mystique (mix-2),Mystique - Mix-2,hood scientific,Hood Scientific,0.875,1.0
just one dance before you go (vocal),Just One Dance Before You Go,shahid wheeler,Shahid Wheeler,0.875,1.0
let x = x,Let X=X,laurie anderson,Laurie Anderson,0.875,1.0
taboo (club mix),Taboo - Club Mix,rebles,Rebles,0.875,1.0
pink shoes [part ii],Pink shoes - Part I,jack j,Jack J,0.8718,1.0
it's so different,It's So Different Here,rachel sweet,Rachel Sweet,0.8718,1.0
that's what friends are for (vocal),That's What Friends Are For,madeline bell,Madeline Bell,0.871,1.0
i'll bet ya,I'll Bet You,funkadelic,Funkadelic,0.8696,1.0
devotion (live),Devotion - Live,"earth, wind & fire","Earth, Wind & Fire",0.8667,1.0
plain and sane and simple melody,Plain & Sane & Simple Melody,ted lucas,Ted Lucas,0.8667,1.0
eternal (mix 1),Eternal - Mix 1,g.f.x.,G.F.X.,0.8667,1.0
i'll fly for you (glide mix),"I'll Fly for You - 12"" Glide Mix",spandau ballet,Spandau Ballet,0.8667,1.0
summer breeze,Summertime Breeze,larry heard,Larry Heard,0.8667,1.0
don't go lt baby,Don't Go Lose It Baby,hugh masekela,Hugh Masekela,0.8649,1.0
houses in motionsonya,Houses In Motion,arlene phillips hot gossip,Arlene Phillips' Hot Gossip,0.8649,0.9811
when it's alright,When Its All Alright,blackfoot,Blackfoot,0.8649,1.0
don't stay till breakfast,Don't Stay For Breakfast,stroer,Ströer,0.8571,0.8333
wot!,Wot,captain sensible,Captain Sensible,0.8571,1.0
rap do pirao '95,Rap do Pirão,mc d'eddy,D'Eddy,0.8571,0.8
get back to you,Get Back To You Soon,d. tiffany,D. Tiffany,0.8571,1.0
it's your thing (lp),It's Your Thing,mercedes,Mercedes,0.8571,1.0
in sepiatone,Sepiatone,sepiatone,Sepiatone,0.8571,1.0
"oooh, what a life...",Ooh what a life,gibson brothers,Gibson Brothers,0.8571,1.0
cecilia (edit),Cecilia - Edit,roger ronning,Roger Rönning,0.8571,0.9231
killing moon,The Killing Moon,echo & the bunnymen,Echo & the Bunnymen,0.8571,1.0
yzobel (,YZOBEL,gyeongsu,Gyeongsu;Croche,0.8571,0.6957
come and get it,Come & Get It,santrax,Santrax,0.8571,1.0
everything she wants,Everything She Wants - Live,george michael,George Michael,0.8511,1.0
girlfriend is better,Girlfriend Is Better - Live,talking heads,Talking Heads,0.8511,1.0
i've got your number (demo),I've Got Your Number,ned doheny,Ned Doheny,0.8511,1.0
mi nombre esta en tu,Mi Nombre Está En Tu Cuerpo,los campos,Los Campos,0.8511,1.0
big muff (alt. version with drums),Big Muff - Alternate Version With Drums,john martyn,John Martyn,0.8493,1.0
vii eta (pastel),VII. Eta - Pastel,tommy mandel,Tommy Mandel,0.8485,1.0
24 hours from culture - part ii,"24 Hours from Culture, Pt. 2",new musik,New Musik,0.8475,1.0
life's a guess,Life's A Gas,t. rex,T. Rex,0.8462,1.0
ravin' (live),Ravin' - Live,misha panfilov,Misha Panfilov,0.8462,1.0
if anything vox,If Anything,john glacier,John Glacier,0.8462,1.0
jump and prance (version),Jump and Prance-Version Mix,dreamhouse,DreamHouse,0.8462,1.0
nakombe nga 118,Nakombe Nga,les choc stars du zaire,Les Choc Stars du Zaire,0.8462,1.0
chasin' the rain (dub),Chasin' the Rain,flair,Flair,0.8421,1.0
it never entered my mind (part 1),It Never Entered My Mind,miles davis quartet,Miles Davis Quartet,0.8421,1.0
"mutual attraction (12"" nick martinelli remix)",Mutual Attraction - Nick Martinelli Version,change,Change,0.8409,1.0
jump & prance (dream mix),Jump and Prance-Dream Mix,dreamhouse,DreamHouse,0.84,1.0
random ladder with 40,Random Ladder With 40 - Mixed,powder,Powder,0.84,1.0
dreamin (vocal),Dreamin' - Vocal,greg henderson,Greg Henderson,0.8387,1.0
ginseng strip,Ginseng Strip 2002,yung lean,Yung Lean,0.8387,1.0
when england comes (live),When england comes,pollyfromthedirt,Pollyfromthedirt,0.8372,1.0
capricorn woman [strip mix],Capricorn - Strip Mix,dennis bovell,Dennis Bovell,0.8333,1.0
i mit after,I Mit Efterår,anne-tina,Anne-Tina,0.8333,1.0
steam,Steeeam,shelly,Shelly,0.8333,1.0
just an illusion (dub),Just An Illusion - Dub Mix,imagination,Imagination,0.8333,1.0
fader (edit),Fader - Edit,roisin murphy,Róisín Murphy,0.8333,0.8462
shame (instrumental),Shame (Instrumental) - mixed,"freddie gibbs,",Freddie Gibbs;Madlib,0.8333,0.7647
wikka wrap,The Wikka Wrap,the evasions,The Evasions,0.8333,1.0
(she will) take you down to love,(She Will) Take You Down to Love - Remastered,patrice rushen,Patrice Rushen,0.8312,1.0
when the morning comes (stereo),When the Morning Comes,daryl hall & john oates,Daryl Hall & John Oates,0.8302,1.0
da art of storytellin`1,Da Art of Storytellin' (Pt. 1),outkast,Outkast,0.8302,1.0
african and white (live),African And White,china crisis,China Crisis,0.8293,1.0
night in the city,Night in the City (Live),joni mitchell,Joni Mitchell,0.8293,1.0
search for the circle,Searching the Circle,barbara & ernie,Barbara & Ernie,0.8293,1.0
gli parlero di te,Gli parlerò di te - 1983,righeira,Righeira,0.8293,1.0
ain't no stopping us now (version),Ain't No Stopping Us Now,risco connections,Risco connections,0.8276,1.0
you only live twice - theme,You Only Live Twice,john barry,John Barry,0.8261,1.0
whatever happened to radio valve road?,Whatever Happened to Radio Valve Road? - Balearic Edit,"martha and the muffins,",Martha and the Muffins,0.8261,0.9778
walk on...,Walk On,smith & mighty,Smith & Mighty,0.8235,1.0
noone's (,No One's,foxy brown,Foxy Brown,0.8235,1.0
cendres,Cendres 22,blastah,Blastah,0.8235,1.0
i don't wanna go,I Don't Want to Go,sensations fix,Sensations Fix,0.8235,1.0
i'd rather be with you,I’d Rather Be With You (Live),"bootsy collins,",Bootsy Collins,0.8235,0.9655
was there anything i could do?,Was There Anything I Could Do? - Remastered,the go-betweens,The Go-Betweens,0.8219,1.0
she's got talent (2010),She's Got Talent,the cleaners from venus,The Cleaners From Venus,0.8205,1.0
across the water,Across the Water (Edit),new world music,New World Music,0.8205,1.0
don't lose yourself,Don't Lose Your Love,don brown,Don Brown,0.8205,1.0
hai capito o no?,Hai capito o no? - Live,ron,Ron,0.8205,1.0
girl i like the way that you move (vocal),Girl I Like The Way That You Move (Dub) - Mixed,stone,Stone,0.8182,1.0
roam (edit),Roam - Edit,the b-52's,The B-52's,0.8182,1.0
loch & key,Loch and Key,wilson tanner,Wilson Tanner,0.8182,1.0
diamond boy,Diamond Day,vashti bunyan,Vashti Bunyan,0.8182,1.0
obscure desire (extended mix),Obscure Desire - English Extended Mix,obscure desire,Obscure Desire,0.8182,1.0
august is an angel,August Is an Angel - Mixed,degrees of freedom,Degrees Of Freedom,0.8182,1.0
waterloo '83,Waterloo (1983),andrew hawkey,Andrew Hawkey,0.8148,1.0
girls are out to get you,Girls Are Out To Get You - Original,the fascinations,The Fascinations,0.8136,1.0
if jesus came today,If Jesus Came,the gospel soul revivals,The Gospel Soul Revivals,0.8125,1.0
over you (mix.2),Over You - Mix 2,gold in the shade,Gold In The Shade,0.8125,1.0
the golden calf (edit),The Golden Calf,prefab sprout,Prefab Sprout,0.8108,1.0
in between days,In Between Days - Live,the cure,The Cure,0.8108,1.0
days incomplete (live),Days Incomplete,fine,Fine,0.8108,1.0
useless begging,Useless Begging - Live,todd rundgren,Todd Rundgren,0.8108,1.0
water in a pond (live),Water in a pond,snuggle,snuggle,0.8108,1.0
"oooooh, what a life...",Ooh what a life,gibson brothers,Gibson Brothers,0.8108,1.0
muchomurky bile,Muchomůrky bílé - Live,the plastic people of the universe,The Plastic People Of The Universe,0.8108,1.0
can you feel it,"Can You Feel It, Pt. 1",aisha,Aisha,0.8108,1.0
"a night to remember (12"")",Night to Remember,keith patrick,Keith Patrick,0.8095,1.0
sensual seduction (clean),Sensual Seduction,snoop dogg,Snoop Dogg,0.8095,1.0
and your camp shall be sacred,May Your Camp Be Sacred,holy tongue,Holy Tongue,0.8077,1.0
up close and personal (version),Up Close And Personal,buju banton,Buju Banton,0.8077,1.0
"hey, hey, what can i do","Hey, Hey, What Can I Do - Remaster",led zeppelin,Led Zeppelin,0.807,1.0
running away (long version),Running Away - 12-Inch Long Version,roy ayers ubiquity,Roy Ayers Ubiquity,0.8065,1.0
here's where the story ends (lp version),Here's Where the Story Ends,the sundays,The Sundays,0.806,1.0
i know what i like (in your wardrobe),I Know What I Like (In Your Wardrobe) - Remastered 2008,genesis,Genesis,0.8043,1.0
big muff (alt. version w drums),Big Muff - Alternate Version With Drums,john martyn,John Martyn,0.8,1.0
don't you know (mono),Don't You Know,jan hammer group,Jan Hammer Group,0.8,1.0
lookin' at tomorrow (a welfare song),Lookin' At Tomorrow (A Welfare Song) - Remastered 2009,the beach boys,The Beach Boys,0.8,1.0
love & hate in a different time,Love and Hate in a Different Time - Original,gabriels,Gabriels,0.8,1.0
i missed again,I Missed Again - Demo,phil collins,Phil Collins,0.8,1.0
tonta,Tonto,rosie vela,Rosie Vela,0.8,1.0
beat ndeg 3,Beat n. 3,ennio morricone,Ennio Morricone,0.8,1.0
